file_name,harmonic,closeness_centrality,pagerank,degree_centrality,betweenness_centrality,all_subgraphs
es_gsd-ud-train_7052.graphml,0,0,0,0,0,0
es_gsd-ud-train_759.graphml,1,1,1,1,2,1
es_gsd-ud-train_2674.graphml,1,1,0,0,1,1
es_gsd-ud-train_11255.graphml,1,1,0,0,1,1
es_gsd-ud-train_6558.graphml,1,2,4,1,1,3
es_gsd-ud-train_10062.graphml,0,0,2,0,0,0
es_gsd-ud-train_9196.graphml,1,1,1,1,1,1
es_gsd-ud-train_3443.graphml,1,1,1,1,1,1
es_gsd-ud-train_6265.graphml,2,1,2,2,1,1
es_gsd-ud-train_5896.graphml,0,0,0,0,0,0
es_gsd-ud-train_11568.graphml,2,0,2,2,0,0
es_gsd-ud-train_2149.graphml,1,1,1,1,1,1
es_gsd-ud-train_13308.graphml,1,1,0,0,1,1
es_gsd-ud-train_4405.graphml,1,1,0,0,1,1
es_gsd-ud-train_12602.graphml,0,0,1,1,0,0
es_gsd-ud-train_1223.graphml,1,0,0,0,0,1
es_gsd-ud-train_7617.graphml,0,1,0,0,1,1
es_gsd-ud-train_11410.graphml,2,0,2,2,0,0
es_gsd-ud-train_2031.graphml,1,1,0,0,1,1
es_gsd-ud-train_885.graphml,0,0,2,2,0,0
es_gsd-ud-train_9977.graphml,0,0,0,0,0,0
es_gsd-ud-train_13270.graphml,4,2,4,4,3,2
es_gsd-ud-train_10883.graphml,3,3,3,3,3,3
es_gsd-ud-train_5077.graphml,0,0,1,1,0,0
es_gsd-ud-train_4415.graphml,1,1,1,1,1,1
es_gsd-ud-train_13318.graphml,2,2,2,2,2,2
es_gsd-ud-train_12612.graphml,1,1,0,0,1,1
es_gsd-ud-train_1233.graphml,2,2,2,2,2,2
es_gsd-ud-train_10072.graphml,3,2,4,0,3,2
es_gsd-ud-train_9186.graphml,1,1,1,1,1,1
es_gsd-ud-train_3453.graphml,2,1,2,2,1,1
es_gsd-ud-train_11578.graphml,2,2,3,2,2,2
es_gsd-ud-train_2159.graphml,7,4,0,0,3,4
es_gsd-ud-train_6275.graphml,1,1,2,0,1,1
es_gsd-ud-train_5886.graphml,1,1,2,1,1,1
es_gsd-ud-train_13260.graphml,0,0,0,0,0,0
es_gsd-ud-train_9967.graphml,0,0,0,0,0,0
es_gsd-ud-train_10893.graphml,1,0,1,1,1,1
es_gsd-ud-train_895.graphml,0,0,1,0,0,0
es_gsd-ud-train_5067.graphml,0,0,0,0,0,0
es_gsd-ud-train_7607.graphml,3,3,3,3,3,3
es_gsd-ud-train_11400.graphml,1,1,3,3,1,1
es_gsd-ud-train_2021.graphml,0,0,0,0,0,0
es_gsd-ud-train_5269.graphml,0,0,1,0,0,0
es_gsd-ud-train_1145.graphml,0,1,3,3,0,1
es_gsd-ud-train_12564.graphml,1,0,2,2,1,0
es_gsd-ud-train_4763.graphml,0,0,0,0,0,0
es_gsd-ud-train_6103.graphml,0,0,2,0,0,0
es_gsd-ud-train_3725.graphml,0,0,0,0,0,0
es_gsd-ud-train_10304.graphml,0,0,0,0,0,0
es_gsd-ud-train_39.graphml,0,1,4,0,1,1
es_gsd-ud-train_7409.graphml,2,1,0,0,2,2
es_gsd-ud-train_14028.graphml,1,1,1,1,1,1
es_gsd-ud-train_302.graphml,0,0,2,0,0,0
es_gsd-ud-train_5311.graphml,3,3,3,3,3,3
es_gsd-ud-train_13116.graphml,0,1,0,0,0,0
es_gsd-ud-train_2357.graphml,0,0,1,0,0,0
es_gsd-ud-train_8682.graphml,1,1,1,1,1,1
es_gsd-ud-train_11776.graphml,5,4,3,3,4,3
es_gsd-ud-train_7571.graphml,1,1,1,1,1,1
es_gsd-ud-train_14150.graphml,0,0,0,0,0,0
es_gsd-ud-train_9388.graphml,0,0,1,0,0,0
es_gsd-ud-train_6113.graphml,0,0,3,0,0,0
es_gsd-ud-train_7419.graphml,0,0,2,0,0,0
es_gsd-ud-train_29.graphml,1,1,2,1,1,1
es_gsd-ud-train_312.graphml,2,2,2,2,2,2
es_gsd-ud-train_14038.graphml,1,1,1,1,1,1
es_gsd-ud-train_3735.graphml,0,1,2,0,1,1
es_gsd-ud-train_10314.graphml,1,1,1,1,1,1
es_gsd-ud-train_1155.graphml,0,0,0,0,0,0
es_gsd-ud-train_12574.graphml,0,0,3,0,0,0
es_gsd-ud-train_5279.graphml,2,2,2,2,2,2
es_gsd-ud-train_4773.graphml,2,0,2,2,2,1
es_gsd-ud-train_2347.graphml,2,2,2,2,2,2
es_gsd-ud-train_8692.graphml,1,0,2,1,0,0
es_gsd-ud-train_11766.graphml,1,1,1,1,1,1
es_gsd-ud-train_9398.graphml,3,3,3,3,3,3
es_gsd-ud-train_7561.graphml,4,4,4,4,4,4
es_gsd-ud-train_14140.graphml,1,0,1,1,1,1
es_gsd-ud-train_5301.graphml,1,1,1,1,1,1
es_gsd-ud-train_13106.graphml,0,0,0,0,0,0
es_gsd-ud-train_12331.graphml,2,3,7,0,2,3
es_gsd-ud-train_8836.graphml,1,1,1,0,1,1
es_gsd-ud-train_1710.graphml,1,1,2,0,1,1
es_gsd-ud-train_4136.graphml,0,0,1,0,0,0
es_gsd-ud-train_6756.graphml,0,0,1,0,0,0
es_gsd-ud-train_557.graphml,1,1,1,1,1,1
es_gsd-ud-train_10551.graphml,0,0,0,0,0,0
es_gsd-ud-train_3170.graphml,1,0,2,2,1,1
es_gsd-ud-train_5544.graphml,4,4,8,6,4,4
es_gsd-ud-train_12249.graphml,3,3,6,3,3,3
es_gsd-ud-train_1668.graphml,1,1,1,1,1,1
es_gsd-ud-train_13743.graphml,3,3,3,3,3,3
es_gsd-ud-train_3991.graphml,2,2,0,0,2,2
es_gsd-ud-train_11123.graphml,1,1,1,1,1,1
es_gsd-ud-train_2502.graphml,2,2,1,1,2,2
es_gsd-ud-train_10429.graphml,0,0,2,2,0,0
es_gsd-ud-train_3008.graphml,0,0,0,0,0,0
es_gsd-ud-train_7324.graphml,5,5,2,2,5,5
es_gsd-ud-train_6746.graphml,1,1,3,1,1,1
es_gsd-ud-train_10541.graphml,1,1,2,2,1,1
es_gsd-ud-train_3160.graphml,2,1,2,2,1,1
es_gsd-ud-train_547.graphml,2,2,2,2,2,2
es_gsd-ud-train_8826.graphml,1,1,3,1,0,1
es_gsd-ud-train_12321.graphml,5,4,5,5,5,4
es_gsd-ud-train_1700.graphml,1,1,1,1,1,1
es_gsd-ud-train_4126.graphml,1,1,2,2,1,1
es_gsd-ud-train_11133.graphml,0,0,2,0,0,0
es_gsd-ud-train_2512.graphml,0,0,0,0,0,0
es_gsd-ud-train_7334.graphml,4,4,1,1,4,4
es_gsd-ud-train_10439.graphml,1,1,1,1,1,1
es_gsd-ud-train_3018.graphml,1,1,1,1,2,1
es_gsd-ud-train_12259.graphml,2,2,3,2,2,3
es_gsd-ud-train_1678.graphml,1,1,1,1,1,1
es_gsd-ud-train_5554.graphml,0,0,1,1,0,0
es_gsd-ud-train_13753.graphml,0,0,0,0,0,0
es_gsd-ud-train_3981.graphml,1,1,2,0,1,1
es_gsd-ud-train_9249.graphml,2,1,2,2,1,1
es_gsd-ud-train_80.graphml,1,1,0,0,1,1
es_gsd-ud-train_14091.graphml,1,1,0,0,1,1
es_gsd-ud-train_1865.graphml,0,0,2,0,0,0
es_gsd-ud-train_2296.graphml,1,0,1,0,0,0
es_gsd-ud-train_8743.graphml,0,0,0,0,0,0
es_gsd-ud-train_6823.graphml,2,2,2,2,2,2
es_gsd-ud-train_9331.graphml,1,1,1,1,1,1
es_gsd-ud-train_13836.graphml,1,1,3,0,1,1
es_gsd-ud-train_1084.graphml,4,3,7,7,4,3
es_gsd-ud-train_6833.graphml,0,0,2,2,0,0
es_gsd-ud-train_90.graphml,0,0,0,0,0,0
es_gsd-ud-train_14081.graphml,4,4,2,2,4,4
es_gsd-ud-train_9259.graphml,2,1,2,2,1,1
es_gsd-ud-train_1875.graphml,0,0,0,0,0,0
es_gsd-ud-train_2286.graphml,1,1,1,1,1,1
es_gsd-ud-train_8753.graphml,0,0,0,0,0,0
es_gsd-ud-train_1094.graphml,0,0,0,0,0,0
es_gsd-ud-train_13826.graphml,1,1,0,0,1,1
es_gsd-ud-train_9321.graphml,1,1,1,1,1,1
es_gsd-ud-train_4816.graphml,0,0,0,0,0,0
es_gsd-ud-train_8116.graphml,0,1,2,0,0,1
es_gsd-ud-train_13682.graphml,0,0,0,0,0,0
es_gsd-ud-train_3850.graphml,0,0,1,0,0,0
es_gsd-ud-train_12388.graphml,0,1,0,0,0,1
es_gsd-ud-train_5485.graphml,1,1,3,1,2,1
es_gsd-ud-train_9564.graphml,1,1,0,0,1,1
es_gsd-ud-train_10490.graphml,2,2,3,2,2,2
es_gsd-ud-train_496.graphml,0,0,0,0,0,0
es_gsd-ud-train_6697.graphml,0,0,0,0,0,0
es_gsd-ud-train_3928.graphml,0,1,0,0,0,1
es_gsd-ud-train_11803.graphml,0,0,3,0,0,0
es_gsd-ud-train_13692.graphml,0,0,2,0,0,0
es_gsd-ud-train_3840.graphml,0,0,0,0,0,0
es_gsd-ud-train_5495.graphml,0,0,0,0,0,0
es_gsd-ud-train_12398.graphml,1,2,1,1,1,2
es_gsd-ud-train_4806.graphml,0,0,3,0,0,0
es_gsd-ud-train_8106.graphml,5,5,6,6,5,5
es_gsd-ud-train_3938.graphml,1,1,1,1,1,1
es_gsd-ud-train_11813.graphml,2,2,0,0,2,2
es_gsd-ud-train_486.graphml,0,1,0,0,0,1
es_gsd-ud-train_9574.graphml,3,2,0,0,3,2
es_gsd-ud-train_10480.graphml,0,1,0,0,1,1
es_gsd-ud-train_6687.graphml,0,0,1,0,0,0
es_gsd-ud-train_11384.graphml,1,0,1,1,0,0
es_gsd-ud-train_12977.graphml,2,2,2,2,2,2
es_gsd-ud-train_8270.graphml,2,2,1,0,2,2
es_gsd-ud-train_6489.graphml,0,0,0,0,0,0
es_gsd-ud-train_7183.graphml,0,0,0,0,0,0
es_gsd-ud-train_688.graphml,1,1,1,1,1,1
es_gsd-ud-train_12196.graphml,0,0,0,0,0,0
es_gsd-ud-train_4391.graphml,5,4,1,1,4,4
es_gsd-ud-train_7962.graphml,0,0,0,0,0,0
es_gsd-ud-train_8308.graphml,2,2,0,0,2,2
es_gsd-ud-train_9602.graphml,1,2,0,0,2,1
es_gsd-ud-train_6499.graphml,2,2,3,3,2,2
es_gsd-ud-train_11394.graphml,0,0,0,0,0,0
es_gsd-ud-train_8260.graphml,4,4,4,4,4,4
es_gsd-ud-train_12967.graphml,1,1,1,1,1,1
es_gsd-ud-train_7193.graphml,2,2,0,0,2,2
es_gsd-ud-train_698.graphml,1,0,2,1,1,1
es_gsd-ud-train_8318.graphml,2,2,0,0,2,2
es_gsd-ud-train_9612.graphml,1,0,1,1,0,1
es_gsd-ud-train_12186.graphml,0,0,0,0,0,0
es_gsd-ud-train_4381.graphml,1,1,1,1,1,1
es_gsd-ud-train_7972.graphml,0,0,2,0,0,0
es_gsd-ud-train_2869.graphml,2,2,1,0,2,2
es_gsd-ud-train_10942.graphml,1,1,1,1,1,1
es_gsd-ud-train_944.graphml,0,1,1,0,0,1
es_gsd-ud-train_8425.graphml,0,0,0,0,0,0
es_gsd-ud-train_2911.graphml,1,0,2,1,0,0
es_gsd-ud-train_2088.graphml,0,0,0,0,0,0
es_gsd-ud-train_5957.graphml,2,1,1,1,1,1
es_gsd-ud-train_9057.graphml,2,2,0,0,2,2
es_gsd-ud-train_3582.graphml,0,0,1,0,0,0
es_gsd-ud-train_8435.graphml,0,0,0,0,0,0
es_gsd-ud-train_2879.graphml,0,0,0,0,0,0
es_gsd-ud-train_954.graphml,1,1,0,0,1,1
es_gsd-ud-train_10952.graphml,0,0,0,0,0,0
es_gsd-ud-train_5947.graphml,0,0,0,0,0,0
es_gsd-ud-train_2098.graphml,0,0,2,2,0,0
es_gsd-ud-train_9047.graphml,0,0,0,0,0,0
es_gsd-ud-train_3592.graphml,1,1,2,1,1,1
es_gsd-ud-train_2901.graphml,0,0,2,0,0,1
es_gsd-ud-train_8447.graphml,1,1,2,2,1,1
es_gsd-ud-train_2192.graphml,2,0,3,1,2,0
es_gsd-ud-train_3498.graphml,0,0,2,0,0,0
es_gsd-ud-train_10920.graphml,0,0,2,0,0,0
es_gsd-ud-train_926.graphml,0,1,0,0,1,1
es_gsd-ud-train_5935.graphml,0,1,0,0,0,0
es_gsd-ud-train_9035.graphml,0,0,1,0,0,0
es_gsd-ud-train_1380.graphml,1,1,1,1,1,1
es_gsd-ud-train_2973.graphml,0,0,0,0,0,0
es_gsd-ud-train_10858.graphml,1,1,3,3,1,1
es_gsd-ud-train_936.graphml,0,0,0,0,0,0
es_gsd-ud-train_10930.graphml,2,2,2,2,2,2
es_gsd-ud-train_8457.graphml,2,2,2,2,2,2
es_gsd-ud-train_2182.graphml,0,0,0,0,0,0
es_gsd-ud-train_3488.graphml,0,0,0,0,0,0
es_gsd-ud-train_1390.graphml,2,2,0,0,2,2
es_gsd-ud-train_2963.graphml,1,1,2,2,1,1
es_gsd-ud-train_10848.graphml,1,1,1,1,1,1
es_gsd-ud-train_5925.graphml,1,1,2,2,1,1
es_gsd-ud-train_9025.graphml,0,0,1,0,0,0
es_gsd-ud-train_12915.graphml,0,0,0,0,0,0
es_gsd-ud-train_8212.graphml,0,0,1,0,0,0
es_gsd-ud-train_9718.graphml,1,1,0,0,1,1
es_gsd-ud-train_5781.graphml,1,1,1,1,1,1
es_gsd-ud-train_7878.graphml,0,0,1,0,0,0
es_gsd-ud-train_13586.graphml,2,1,2,2,2,2
es_gsd-ud-train_6593.graphml,0,0,0,0,0,0
es_gsd-ud-train_10794.graphml,2,2,3,3,2,2
es_gsd-ud-train_9660.graphml,2,2,2,2,2,2
es_gsd-ud-train_7099.graphml,0,0,0,0,0,0
es_gsd-ud-train_792.graphml,4,3,4,4,3,3
es_gsd-ud-train_7900.graphml,0,0,0,0,0,0
es_gsd-ud-train_5791.graphml,2,2,2,2,2,2
es_gsd-ud-train_13596.graphml,0,0,2,0,0,0
es_gsd-ud-train_7868.graphml,0,0,0,0,0,0
es_gsd-ud-train_8202.graphml,3,3,4,3,3,3
es_gsd-ud-train_12905.graphml,0,0,1,1,0,0
es_gsd-ud-train_9708.graphml,0,0,1,1,0,0
es_gsd-ud-train_7910.graphml,1,1,1,1,1,1
es_gsd-ud-train_6583.graphml,0,0,1,1,0,0
es_gsd-ud-train_7089.graphml,2,1,0,0,2,2
es_gsd-ud-train_782.graphml,2,2,0,0,2,2
es_gsd-ud-train_10784.graphml,3,3,3,3,3,3
es_gsd-ud-train_9670.graphml,0,0,1,1,0,0
es_gsd-ud-train_3832.graphml,0,0,0,0,0,0
es_gsd-ud-train_11919.graphml,0,1,2,0,1,1
es_gsd-ud-train_4874.graphml,2,2,2,2,2,2
es_gsd-ud-train_7287.graphml,0,0,0,0,0,0
es_gsd-ud-train_8174.graphml,0,1,0,0,0,1
es_gsd-ud-train_11080.graphml,1,1,1,1,1,1
es_gsd-ud-train_13798.graphml,1,1,0,0,1,1
es_gsd-ud-train_4095.graphml,1,1,1,1,1,1
es_gsd-ud-train_11861.graphml,0,0,0,0,0,0
es_gsd-ud-train_12292.graphml,2,1,2,2,0,1
es_gsd-ud-train_8995.graphml,0,0,1,1,0,0
es_gsd-ud-train_9506.graphml,2,2,2,2,2,2
es_gsd-ud-train_4864.graphml,1,0,0,0,0,0
es_gsd-ud-train_7297.graphml,2,2,2,2,2,2
es_gsd-ud-train_8164.graphml,0,0,0,0,0,0
es_gsd-ud-train_11090.graphml,3,2,3,3,2,2
es_gsd-ud-train_3822.graphml,0,1,0,0,1,1
es_gsd-ud-train_11909.graphml,1,0,1,1,0,0
es_gsd-ud-train_9516.graphml,3,3,0,0,4,3
es_gsd-ud-train_4085.graphml,1,1,1,0,1,1
es_gsd-ud-train_13788.graphml,1,1,1,1,1,1
es_gsd-ud-train_11871.graphml,0,0,0,0,0,0
es_gsd-ud-train_8985.graphml,0,0,1,0,0,0
es_gsd-ud-train_12282.graphml,1,1,1,1,1,1
es_gsd-ud-train_6841.graphml,0,0,0,0,0,0
es_gsd-ud-train_1807.graphml,3,2,0,0,2,2
es_gsd-ud-train_8721.graphml,0,0,0,0,0,1
es_gsd-ud-train_6939.graphml,1,1,0,0,1,1
es_gsd-ud-train_3686.graphml,0,0,2,0,0,0
es_gsd-ud-train_9353.graphml,1,0,1,1,1,1
es_gsd-ud-train_13854.graphml,1,1,1,1,1,1
es_gsd-ud-train_8659.graphml,0,0,2,0,0,0
es_gsd-ud-train_1817.graphml,2,2,4,4,2,2
es_gsd-ud-train_8731.graphml,0,1,0,0,0,0
es_gsd-ud-train_6851.graphml,2,0,3,2,0,0
es_gsd-ud-train_3696.graphml,1,2,7,7,2,2
es_gsd-ud-train_13844.graphml,1,1,1,1,1,1
es_gsd-ud-train_9343.graphml,2,2,2,2,2,2
es_gsd-ud-train_8649.graphml,4,4,1,1,4,4
es_gsd-ud-train_6929.graphml,0,0,0,0,0,0
es_gsd-ud-train_11039.graphml,2,2,1,1,2,2
es_gsd-ud-train_2418.graphml,1,1,3,3,1,1
es_gsd-ud-train_8.graphml,0,1,0,0,0,1
es_gsd-ud-train_6734.graphml,1,1,2,1,1,1
es_gsd-ud-train_535.graphml,3,2,4,1,1,2
es_gsd-ud-train_10533.graphml,2,2,1,1,2,2
es_gsd-ud-train_3112.graphml,0,0,0,0,0,0
es_gsd-ud-train_12353.graphml,2,2,0,0,2,2
es_gsd-ud-train_8854.graphml,0,0,0,0,0,0
es_gsd-ud-train_1772.graphml,1,1,1,1,1,1
es_gsd-ud-train_4154.graphml,0,0,1,0,0,0
es_gsd-ud-train_13659.graphml,1,1,1,1,1,1
es_gsd-ud-train_11141.graphml,0,0,0,0,0,0
es_gsd-ud-train_2560.graphml,0,0,0,0,0,0
es_gsd-ud-train_7346.graphml,1,1,1,1,1,1
es_gsd-ud-train_5526.graphml,5,5,4,4,5,5
es_gsd-ud-train_13721.graphml,3,4,3,3,3,4
es_gsd-ud-train_8844.graphml,0,1,0,0,0,0
es_gsd-ud-train_12343.graphml,3,2,1,0,2,3
es_gsd-ud-train_1762.graphml,3,3,3,3,3,3
es_gsd-ud-train_13649.graphml,2,1,2,2,1,1
es_gsd-ud-train_4144.graphml,3,2,4,0,3,3
es_gsd-ud-train_6724.graphml,0,0,1,1,0,0
es_gsd-ud-train_11029.graphml,1,0,1,1,1,1
es_gsd-ud-train_2408.graphml,1,1,0,0,1,1
es_gsd-ud-train_10523.graphml,1,1,0,0,1,1
es_gsd-ud-train_3102.graphml,1,1,1,1,1,1
es_gsd-ud-train_525.graphml,1,0,1,1,1,0
es_gsd-ud-train_5536.graphml,1,0,1,1,0,0
es_gsd-ud-train_13731.graphml,2,2,0,0,2,2
es_gsd-ud-train_11151.graphml,0,0,0,0,0,0
es_gsd-ud-train_2570.graphml,1,1,1,1,1,1
es_gsd-ud-train_7356.graphml,1,1,3,3,1,1
es_gsd-ud-train_6161.graphml,1,1,2,1,1,1
es_gsd-ud-train_8798.graphml,0,0,0,0,0,0
es_gsd-ud-train_3747.graphml,1,1,3,0,1,1
es_gsd-ud-train_9292.graphml,0,0,0,0,0,0
es_gsd-ud-train_13995.graphml,0,0,0,0,0,0
es_gsd-ud-train_10366.graphml,0,0,0,0,0,0
es_gsd-ud-train_360.graphml,0,0,0,0,0,0
es_gsd-ud-train_1127.graphml,1,0,0,0,1,1
es_gsd-ud-train_12506.graphml,2,1,2,2,0,1
es_gsd-ud-train_4701.graphml,1,1,2,1,1,0
es_gsd-ud-train_2335.graphml,1,1,1,1,1,1
es_gsd-ud-train_11714.graphml,3,2,0,0,2,2
es_gsd-ud-train_6019.graphml,3,2,3,3,3,3
es_gsd-ud-train_7513.graphml,1,1,3,3,1,1
es_gsd-ud-train_218.graphml,2,2,1,1,2,2
es_gsd-ud-train_14132.graphml,1,0,1,1,0,0
es_gsd-ud-train_6980.graphml,2,2,2,2,2,2
es_gsd-ud-train_5373.graphml,1,0,1,1,1,0
es_gsd-ud-train_4679.graphml,0,0,1,0,0,0
es_gsd-ud-train_13174.graphml,0,0,0,0,0,0
es_gsd-ud-train_1137.graphml,0,0,1,0,0,0
es_gsd-ud-train_12516.graphml,1,1,1,1,1,1
es_gsd-ud-train_4711.graphml,1,1,1,1,1,1
es_gsd-ud-train_8788.graphml,2,2,2,2,2,2
es_gsd-ud-train_6171.graphml,0,0,2,0,0,0
es_gsd-ud-train_370.graphml,1,0,4,1,1,1
es_gsd-ud-train_3757.graphml,2,2,3,3,2,2
es_gsd-ud-train_13985.graphml,1,1,0,0,1,1
es_gsd-ud-train_9282.graphml,1,2,1,1,1,2
es_gsd-ud-train_10376.graphml,2,2,2,2,2,2
es_gsd-ud-train_6990.graphml,0,1,0,0,0,1
es_gsd-ud-train_5363.graphml,0,0,0,0,0,0
es_gsd-ud-train_13164.graphml,5,3,0,0,5,3
es_gsd-ud-train_4669.graphml,0,1,0,0,1,1
es_gsd-ud-train_6009.graphml,1,0,1,1,0,0
es_gsd-ud-train_2325.graphml,0,0,0,0,0,0
es_gsd-ud-train_11704.graphml,4,3,1,1,4,3
es_gsd-ud-train_7503.graphml,1,2,3,1,1,2
es_gsd-ud-train_14122.graphml,2,2,0,0,2,2
es_gsd-ud-train_208.graphml,0,0,0,0,0,0
es_gsd-ud-train_10999.graphml,1,1,2,1,1,1
es_gsd-ud-train_4467.graphml,1,1,1,1,1,1
es_gsd-ud-train_12660.graphml,4,4,2,2,4,4
es_gsd-ud-train_1241.graphml,0,0,0,0,0,0
es_gsd-ud-train_10000.graphml,5,4,5,5,4,4
es_gsd-ud-train_3421.graphml,0,0,1,1,0,0
es_gsd-ud-train_6207.graphml,0,1,0,0,0,1
es_gsd-ud-train_9915.graphml,0,0,0,0,0,0
es_gsd-ud-train_13212.graphml,1,1,4,4,1,1
es_gsd-ud-train_12718.graphml,1,1,2,1,1,1
es_gsd-ud-train_1339.graphml,0,0,1,0,0,0
es_gsd-ud-train_5015.graphml,0,0,0,0,0,0
es_gsd-ud-train_7675.graphml,5,3,5,5,2,3
es_gsd-ud-train_10178.graphml,0,0,0,0,0,0
es_gsd-ud-train_3559.graphml,1,1,1,1,1,1
es_gsd-ud-train_11472.graphml,1,0,1,0,0,1
es_gsd-ud-train_8586.graphml,1,1,1,1,1,1
es_gsd-ud-train_2053.graphml,0,0,0,0,0,0
es_gsd-ud-train_10010.graphml,3,3,4,3,3,3
es_gsd-ud-train_3431.graphml,2,0,2,2,1,0
es_gsd-ud-train_6217.graphml,1,1,2,1,1,1
es_gsd-ud-train_4477.graphml,4,3,0,0,3,2
es_gsd-ud-train_10989.graphml,1,1,1,1,1,1
es_gsd-ud-train_12670.graphml,1,1,1,1,1,1
es_gsd-ud-train_1251.graphml,0,0,0,0,0,0
es_gsd-ud-train_10168.graphml,0,0,0,0,0,0
es_gsd-ud-train_3549.graphml,1,1,0,0,1,1
es_gsd-ud-train_7665.graphml,1,1,2,1,1,1
es_gsd-ud-train_11462.graphml,1,1,1,1,1,1
es_gsd-ud-train_8596.graphml,1,0,1,1,1,1
es_gsd-ud-train_2043.graphml,0,0,0,0,0,0
es_gsd-ud-train_13202.graphml,2,1,2,2,2,2
es_gsd-ud-train_9905.graphml,0,0,0,0,0,0
es_gsd-ud-train_5005.graphml,2,2,2,2,2,2
es_gsd-ud-train_12708.graphml,1,0,3,1,1,0
es_gsd-ud-train_1329.graphml,1,2,1,1,1,2
es_gsd-ud-train_4232.graphml,1,1,1,1,1,1
es_gsd-ud-train_1414.graphml,1,1,1,1,1,1
es_gsd-ud-train_12035.graphml,0,1,0,0,1,1
es_gsd-ud-train_5738.graphml,1,1,0,0,1,1
es_gsd-ud-train_7158.graphml,0,0,1,0,0,0
es_gsd-ud-train_653.graphml,1,1,1,1,1,1
es_gsd-ud-train_3274.graphml,2,1,0,0,1,1
es_gsd-ud-train_10655.graphml,2,1,3,0,1,1
es_gsd-ud-train_6452.graphml,1,1,4,4,1,1
es_gsd-ud-train_13447.graphml,2,2,0,0,2,2
es_gsd-ud-train_5640.graphml,0,0,0,0,0,0
es_gsd-ud-train_7020.graphml,3,1,2,0,0,1
es_gsd-ud-train_2606.graphml,3,1,5,3,3,1
es_gsd-ud-train_11227.graphml,0,0,1,0,0,0
es_gsd-ud-train_3264.graphml,2,2,3,2,2,2
es_gsd-ud-train_10645.graphml,0,0,0,0,0,0
es_gsd-ud-train_7148.graphml,1,1,1,1,1,1
es_gsd-ud-train_643.graphml,0,0,0,0,0,0
es_gsd-ud-train_6442.graphml,1,1,0,0,1,1
es_gsd-ud-train_4222.graphml,0,1,4,4,0,1
es_gsd-ud-train_5728.graphml,0,0,0,0,0,0
es_gsd-ud-train_1404.graphml,1,1,1,1,1,1
es_gsd-ud-train_12025.graphml,0,0,0,0,0,0
es_gsd-ud-train_7030.graphml,2,2,1,1,2,2
es_gsd-ud-train_2616.graphml,0,0,0,0,0,0
es_gsd-ud-train_11237.graphml,0,0,0,0,0,0
es_gsd-ud-train_13457.graphml,2,2,2,2,2,2
es_gsd-ud-train_5650.graphml,6,4,2,2,6,4
es_gsd-ud-train_10026.graphml,1,1,0,0,1,1
es_gsd-ud-train_3407.graphml,0,0,0,0,0,0
es_gsd-ud-train_6221.graphml,3,4,3,3,3,3
es_gsd-ud-train_4441.graphml,0,0,1,1,0,0
es_gsd-ud-train_12646.graphml,1,0,1,1,1,1
es_gsd-ud-train_1267.graphml,1,1,0,0,1,1
es_gsd-ud-train_2894.graphml,1,1,1,1,1,1
es_gsd-ud-train_158.graphml,2,2,2,2,2,2
es_gsd-ud-train_7653.graphml,2,2,5,2,2,2
es_gsd-ud-train_6359.graphml,0,0,3,0,0,0
es_gsd-ud-train_11454.graphml,2,2,3,2,2,2
es_gsd-ud-train_2075.graphml,0,0,1,0,0,0
es_gsd-ud-train_13234.graphml,0,1,0,0,0,1
es_gsd-ud-train_9933.graphml,0,0,0,0,0,0
es_gsd-ud-train_4539.graphml,3,0,2,2,0,0
es_gsd-ud-train_5033.graphml,1,1,1,1,1,1
es_gsd-ud-train_4451.graphml,0,0,0,0,0,0
es_gsd-ud-train_12656.graphml,1,0,0,0,0,0
es_gsd-ud-train_1277.graphml,1,1,1,1,1,1
es_gsd-ud-train_2884.graphml,1,2,1,1,2,2
es_gsd-ud-train_10036.graphml,1,1,1,1,1,1
es_gsd-ud-train_3417.graphml,0,2,0,0,2,2
es_gsd-ud-train_6231.graphml,0,0,0,0,0,0
es_gsd-ud-train_4529.graphml,0,1,0,0,1,1
es_gsd-ud-train_9923.graphml,0,0,0,0,0,0
es_gsd-ud-train_13224.graphml,0,0,0,0,0,0
es_gsd-ud-train_5023.graphml,4,4,5,5,4,4
es_gsd-ud-train_148.graphml,0,0,1,0,0,0
es_gsd-ud-train_7643.graphml,4,3,4,4,3,3
es_gsd-ud-train_11444.graphml,0,0,0,0,0,0
es_gsd-ud-train_2065.graphml,1,0,1,1,1,1
es_gsd-ud-train_6349.graphml,0,0,1,1,0,0
es_gsd-ud-train_3252.graphml,0,0,0,0,0,0
es_gsd-ud-train_10673.graphml,2,2,0,0,2,2
es_gsd-ud-train_9787.graphml,1,0,1,1,1,0
es_gsd-ud-train_675.graphml,1,0,1,1,1,1
es_gsd-ud-train_6474.graphml,0,0,0,0,0,0
es_gsd-ud-train_2758.graphml,0,0,0,0,0,0
es_gsd-ud-train_11379.graphml,1,0,1,1,1,0
es_gsd-ud-train_13519.graphml,0,1,0,0,1,1
es_gsd-ud-train_4214.graphml,0,0,0,0,0,0
es_gsd-ud-train_1432.graphml,1,0,1,1,0,0
es_gsd-ud-train_12013.graphml,0,0,1,0,0,0
es_gsd-ud-train_7006.graphml,2,2,4,0,2,2
